"","X79x35","X94x44","X96x42","X94x26","X99x27","X96x40","X92x46","X76x24","X74x36","X93x35","X77x35","X80x36","X90x26","X73x35","X87x27","X92x26","X81x25","X92x44","X101x45","X86x48","X101x27","X79x39","X92x32","X78x44","X93x23","X101x25","X91x23","X83x45","X84x44","X72x32","X75x49","X76x44","X82x28","X90x44","X71x31","X71x27","X81x45","X76x48","X94x48","X86x30","X100x38","X84x48","X92x36","X98x46","X80x22","X71x43","X100x28","X77x49","X97x41","X78x36","X78x42","X83x47","X78x30","X90x36","X90x46","X75x27","X72x42","X73x27","X88x38","X98x32","X97x49","X88x26","X82x46","X97x21","X75x29","X93x41","X81x23","X92x24","X71x45","X99x21","X76x38","X85x43","X96x46","X86x26","X99x49","X97x37","X92x34","X88x30","X74x22","X79x25","X90x48","X100x42","X90x38","X87x35","X87x33","X89x41","X94x24","X81x35","X75x25","X78x40","X82x22","X93x47","X92x28","X93x27","X97x25","X71x21","X97x35","X87x23","X101x29","X76x26","X88x48","X91x43","X75x31","X71x35","X91x45","X85x45","X71x47","X79x23","X100x22","X71x37","X99x33","X84x40","X74x46","X89x45","X94x40","X74x26","X86x28","X89x33","X73x47","X84x24","X72x24","X98x42","X81x37","X74x48","X99x31","X78x28","X77x23","X90x28","X73x49","X91x25","X99x25","X83x25","X94x36","X99x37","X98x26","X85x21","X73x45","X85x49","X85x25","X71x33","X85x29","X92x48","X75x37","X84x28","X91x27","X86x24","X98x38","X88x34","X82x42","X71x49","X101x37","X76x36","X76x32","X86x36","X77x33","X89x49","X93x21","X88x36","X97x27","X95x21","X85x41","X73x23","X85x37","X71x23","X95x25","X95x43","X94x46","X89x23","X73x29","X71x29","X78x38","X85x27","X93x37","X96x22","X87x39","X99x39","X80x24","X83x39","X73x43","X75x21","X97x43","X80x28","X101x39","X98x48","X85x31","X94x32","X91x49","X86x32","X83x43","X92x22","X80x26","X98x30","X98x24","X96x34","X74x40","X77x43","X101x47","X74x44","X84x26","X94x30","X72x44","X91x31","X93x29","X74x42","X101x23","X100x26","X82x36","X96x24","X99x23","X81x41","X100x46","X101x31","X77x21","X89x37","X96x44","X84x38","X79x43","X88x42","X97x29","X88x46","X83x23","X78x22","X93x39","X94x22","X80x38","X87x41","X92x40","X87x31","X91x37","X92x42","X81x43","X100x44","X77x25","X72x30","X86x42","X100x30","X96x28","X80x46","X74x30","X77x45","X93x49","X83x29","X89x27","X88x44","X89x39","X81x39","X100x34","X73x39","X95x27","X72x38","X75x43","X71x41","X82x48","X90x30","X89x21","X90x22","X79x27","X91x29","X95x41","X82x44","X77x37","X100x40","X95x29","X94x28","X78x46","X95x35","X80x34","X99x41","X84x22","X73x41","X95x39","X84x42","X89x35","X77x29","X97x31","X95x33","X82x32","X82x26","X78x32","X82x34","X94x42","X91x35","X83x31","X87x43","X93x31","X72x26","X79x49","X75x33","X90x42","X84x36","X89x25","X72x34","X97x23","X84x32","X80x30","X79x37","X87x47","X73x25","X91x33","X82x40","X83x37","X72x46","X81x33","X89x31","X81x49","X92x38","X77x39","X73x33","X75x39","X76x46","X88x24","X91x39","X77x41","X97x47","X85x39","X100x36","X83x41","X79x45","X78x26","X83x33","X75x41","X83x49","X88x32","X72x40","X80x42","X88x28","X101x33","X71x25","X97x45","X83x27","X93x25","X97x33","X83x21","X81x21","X87x37","X96x30","X81x31","X90x32","X89x43","X85x33","X85x23","X96x36","X100x32","X86x40","X96x48","X98x36","X100x24","X88x22","X82x30","X96x38","X74x34","X79x47","X92x30","X72x48","X73x31","X72x28","X99x35","X79x31","X75x23","X80x44","X76x22","X84x34","X81x47","X98x28","X89x29","X84x46","X76x40","X95x49","X99x45","X75x47","X74x28","X87x25","X79x33","X74x32","X88x40","X77x27","X77x47","X99x29","X98x44","X87x49","X95x47","X94x34","X79x41","X98x40","X80x32","X91x21","X93x45","X99x43","X96x32","X71x39","X98x34","X83x35","X101x35","X95x37","X91x41","X84x30","X74x24","X90x40","X85x35","X81x29","X87x21","X75x45","X76x42","X95x45","X73x37","X86x22","X76x28","X89x47","X100x48","X86x34","X79x29","X93x43","X73x21","X87x29","X86x44","X82x24","X95x31","X101x43","X96x26","X93x33","X78x48","X78x34","X80x48","X86x46","X98x22","X94x38","X91x47","X74x38","X82x38","X75x35","X86x38","X85x47","X95x23","X101x21","X87x45","X72x36","X90x34","X80x40","X101x49","X79x21","X76x34","X97x39","X99x47","X78x24","X101x41","X90x24","X72x22","X76x30","X81x27","X77x31"
"Dach1",1,1,1,0,0,3,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,3,0,0,3,0,2,0,1,0,0,1,0,3,3,2,1,0,0,0,0,0,4,0,2,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,1,2,3,0,1,0,0,0,1,0,0,3,0,3,0,0,0,3,0,0,0,5,2,1,0,0,0,0,2,2,0,1,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,2,0,0,0,0,0,5,2,0,2,0,0,0,2,0,4,0,0,1,0,3,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,5,0,0,0,0,2,0,1,1,2,0,2,3,5,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3,1,2,0,1,1,1,1,0,1,0,0,0,1,2,1,0,0,0,2,0,3,1,0,2,3,4,5,0,0,0,1,0,0,0,1,5,0,2,0,0,2,0,2,2,0,0,0,0,0,1,4,0,3,0,3,3,2,0,1,5,0,0,0,3,0,0,4,0,3,2,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,3,1,0,0,1,0,0,0,3,3,3,2,3,0,0,3,2,0,0,1,0,0,2,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,1,2,2,0,0,0,1,3,0,2,3,0,0,3,1,5,5,0,0,0,1,0,0,0,0,0,1,0,0
"Drd1",11,8,8,0,0,0,5,0,6,1,4,8,0,6,0,0,0,3,0,9,1,2,3,3,0,0,0,2,4,2,4,4,0,3,1,0,2,4,2,1,7,2,6,0,0,9,0,3,2,8,3,3,0,1,2,0,2,0,0,2,0,0,2,1,0,4,0,0,4,0,9,4,2,0,0,6,0,0,0,1,6,1,0,4,4,11,0,6,0,8,0,1,1,1,0,0,8,0,0,0,1,3,1,0,7,3,2,0,0,2,1,1,2,2,4,1,0,2,9,0,0,2,6,3,0,1,0,0,8,0,0,0,9,7,0,0,1,5,0,0,0,0,7,0,0,0,2,10,1,6,1,11,1,6,0,0,0,4,1,0,7,0,4,0,0,1,7,1,0,0,4,0,2,0,3,5,1,2,3,0,2,2,1,0,0,1,2,2,3,0,0,0,0,1,3,4,1,4,1,0,7,1,0,1,0,0,3,0,1,4,1,0,0,11,4,6,2,1,0,4,0,0,3,1,1,1,5,1,2,5,2,0,1,1,4,0,2,4,0,5,1,1,0,2,6,4,1,2,0,4,0,0,5,0,0,0,0,0,2,10,0,0,0,0,8,3,5,6,0,8,0,6,2,0,0,4,0,0,0,5,6,9,0,2,0,0,11,0,4,11,0,0,0,0,0,2,1,0,3,6,9,5,7,0,7,2,4,1,1,4,0,1,3,0,5,1,3,4,0,5,3,0,2,3,7,0,1,1,0,1,0,7,0,0,1,0,0,1,1,8,1,3,2,1,0,7,1,0,1,5,0,2,0,5,1,0,1,0,0,4,0,5,3,0,0,4,4,0,0,3,0,0,1,2,1,0,0,0,0,5,5,5,7,3,0,0,0,1,6,2,5,6,11,5,5,0,0,6,2,1,0,2,3,1,5,1,0,3,0,5,1,1,0,0,1,1,0,0,0,3,3,5,2,1,0,0,2,3,6,1,6,2,0,0,4,5,7,4,0,1,0,5,0,0,1,1,0,1,0,0
"Rasgrp2",6,4,1,1,1,6,3,0,6,0,5,7,0,7,0,0,0,2,0,5,0,6,2,2,1,0,2,0,6,0,5,7,0,4,1,0,5,3,1,1,1,5,5,2,1,7,1,5,4,5,6,5,1,1,2,0,4,3,0,4,3,0,5,1,0,7,2,0,10,0,6,4,2,0,0,3,1,0,0,1,4,0,1,6,6,2,2,6,0,6,1,3,1,0,0,1,4,3,0,0,3,1,0,1,2,6,3,1,1,8,2,2,5,0,2,0,0,2,5,0,0,2,8,5,0,1,2,0,6,0,0,0,6,2,0,1,3,5,1,2,0,2,9,0,0,0,0,4,2,6,5,8,1,2,0,4,1,4,0,2,1,0,5,1,0,0,6,0,1,0,10,0,1,0,8,1,3,7,1,1,2,1,3,0,0,0,2,5,3,2,0,1,0,0,1,7,0,5,1,0,5,0,0,2,0,0,4,0,0,1,2,0,2,9,4,1,4,2,0,5,2,0,1,0,3,0,3,1,4,2,1,0,0,0,1,1,0,6,0,5,0,1,1,5,2,11,0,4,0,1,1,6,4,0,1,0,1,0,5,6,2,3,0,1,5,1,7,1,2,0,3,1,7,0,0,2,0,3,0,11,1,7,0,4,0,0,2,0,1,11,1,2,0,1,0,3,6,2,5,3,1,6,5,0,9,0,3,1,2,0,2,1,4,0,4,4,6,3,0,4,7,2,1,1,8,0,0,0,2,1,1,3,0,1,1,0,0,7,1,7,0,2,1,1,0,5,0,0,0,4,0,6,1,5,2,0,2,1,1,5,2,5,1,0,1,6,3,0,0,4,0,0,2,1,3,0,0,0,0,6,3,1,13,3,1,0,2,3,8,5,3,10,3,2,9,0,0,5,9,1,0,6,5,0,12,0,0,4,0,4,0,5,0,0,2,0,0,0,0,3,2,5,7,1,1,0,4,6,5,5,4,2,1,0,6,5,5,0,1,0,1,5,1,1,0,0,0,0,1,1
"Actn2",2,0,3,0,0,3,2,0,5,1,3,1,0,2,0,0,0,5,0,3,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,2,0,0,2,1,0,2,0,0,1,0,1,2,0,1,0,0,2,0,0,0,4,0,2,3,2,0,0,2,0,3,0,3,0,0,0,0,3,1,0,1,3,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,4,0,0,1,4,0,0,1,1,0,4,0,0,1,4,0,0,1,3,6,0,0,0,0,2,0,1,1,0,2,1,2,0,3,0,1,0,3,1,3,0,0,5,0,2,0,0,0,4,1,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,5,0,0,3,0,0,3,0,0,0,3,1,3,0,2,0,4,0,0,1,1,1,1,0,0,4,1,1,0,0,0,2,0,0,3,1,2,0,0,0,5,1,3,3,2,0,0,1,1,1,0,0,1,0,0,0,3,1,0,0,0,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,10,0,2,0,4,0,0,2,0,2,5,0,0,0,0,0,1,1,0,0,2,4,2,2,0,3,2,0,0,0,2,0,0,4,0,1,0,0,2,0,4,3,1,0,2,5,0,0,1,2,0,0,1,2,0,0,0,0,4,0,1,1,1,0,7,0,1,0,0,0,1,0,2,0,1,0,0,2,0,0,2,0,0,3,0,0,2,0,0,0,8,0,0,0,0,2,0,0,0,0,2,0,4,4,1,0,0,0,0,1,0,0,4,0,4,3,0,1,0,4,0,0,1,5,0,3,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,3,3,2,0,3,0,0,1,2,4,4,0,1,2,0,0,0,1,0,0,0,0,0
"Rxrg",9,1,3,0,0,1,0,0,6,2,4,1,0,2,1,0,0,1,0,6,0,5,2,2,0,0,0,0,2,0,5,3,0,2,0,1,8,4,1,1,0,5,2,0,0,10,0,2,3,5,2,3,0,4,5,0,7,1,0,3,0,0,0,0,0,3,0,0,4,0,8,3,0,0,0,1,0,0,1,2,3,0,2,2,5,2,0,4,0,7,0,3,0,0,0,1,3,0,0,0,0,1,0,0,6,7,4,0,0,5,1,3,5,0,1,0,0,4,8,0,0,0,1,1,0,0,0,0,2,0,0,0,7,2,0,0,7,2,0,0,0,0,8,0,0,0,0,5,3,7,0,6,0,2,0,3,0,5,0,0,2,0,7,1,0,0,1,0,0,0,9,0,4,0,6,0,0,3,2,0,0,0,1,0,0,0,2,1,8,0,0,0,0,1,1,4,0,2,0,0,6,0,0,5,0,0,4,0,0,2,0,0,0,10,3,6,1,4,0,4,0,0,4,0,3,2,1,0,4,2,4,0,0,0,3,0,1,3,0,3,0,1,0,2,2,6,1,1,0,1,4,2,2,0,0,0,0,0,0,2,2,0,0,0,2,4,1,3,0,4,0,5,1,0,0,4,0,0,0,3,1,3,0,5,0,0,2,0,2,9,0,0,0,0,0,1,1,0,2,1,4,2,0,1,3,1,5,0,2,2,0,0,4,0,4,2,2,2,0,3,5,1,3,6,2,0,0,0,2,0,0,1,0,0,0,0,0,6,2,1,0,3,2,2,0,0,0,0,1,2,0,2,0,4,0,0,1,1,0,5,0,3,1,0,0,4,0,0,0,4,0,0,2,0,3,0,0,0,0,1,2,8,10,0,0,0,1,1,1,2,0,4,2,2,3,0,0,6,3,1,0,4,4,1,3,0,0,3,0,3,0,2,0,0,7,0,0,0,0,5,1,2,4,10,0,0,1,3,6,5,4,7,0,0,0,8,6,2,1,0,2,1,0,0,0,1,0,0,0,0
"Gpr88",39,11,11,0,0,23,18,0,45,8,29,34,0,19,0,0,2,24,0,25,0,26,6,20,0,1,0,6,24,0,52,27,0,17,0,0,42,28,11,1,18,18,23,0,4,47,0,20,10,31,23,30,0,19,19,0,23,0,0,12,1,1,16,0,0,21,1,2,25,3,46,35,2,0,1,20,5,0,1,0,30,0,19,25,33,25,0,58,0,40,2,9,0,0,0,2,17,0,0,0,18,10,1,2,21,24,35,1,1,24,8,20,39,7,11,2,0,20,30,1,0,10,33,15,1,1,5,0,40,0,0,1,41,24,0,1,35,20,1,0,1,3,43,1,0,4,5,40,34,31,5,53,1,15,1,20,0,25,1,0,26,2,50,2,0,3,24,0,3,1,38,0,14,0,24,19,1,34,13,2,6,0,8,0,0,3,23,23,35,0,0,0,0,5,11,22,0,17,1,0,19,4,0,21,0,0,25,1,0,45,1,0,4,32,19,49,25,32,0,12,0,2,18,0,25,13,21,0,13,23,23,2,0,3,25,0,0,29,0,25,7,2,1,44,11,38,10,26,0,9,15,14,12,0,2,0,1,0,7,57,17,1,0,0,40,9,25,19,2,19,18,41,28,0,0,11,2,1,0,34,22,48,0,27,0,0,39,0,17,44,0,4,0,6,0,11,16,0,24,28,23,34,16,0,35,16,26,0,11,22,0,8,18,0,19,21,34,25,0,35,35,11,12,21,39,3,2,2,4,0,1,13,0,1,7,0,0,16,11,32,0,26,1,19,0,26,1,0,1,14,0,43,1,48,0,1,17,0,1,65,1,25,38,0,0,24,15,1,0,30,0,0,10,0,20,0,1,0,3,30,12,26,43,10,0,0,5,9,16,14,10,58,27,40,33,0,3,31,20,0,3,24,19,6,29,0,0,28,0,22,1,27,1,1,26,1,0,0,0,12,19,42,40,41,1,2,16,23,29,27,40,40,1,1,18,25,38,22,0,0,6,19,2,0,0,1,3,0,0,0
"Cldn11",5,8,12,2,2,6,6,1,4,11,7,1,1,10,1,2,2,12,16,2,0,1,10,2,0,5,0,2,4,4,3,2,1,4,0,0,2,3,9,12,11,3,4,0,0,4,4,8,3,10,1,6,1,6,9,1,1,3,0,7,0,0,2,2,5,8,2,0,2,3,3,3,1,1,4,6,7,0,0,2,4,10,5,3,2,11,3,4,0,9,1,15,4,2,0,1,1,1,5,2,3,1,3,15,3,3,7,1,1,2,5,5,11,3,6,8,4,4,1,0,0,12,9,8,5,2,0,3,2,0,2,1,8,5,1,1,5,4,1,5,4,1,6,1,3,4,11,5,0,5,11,4,4,3,13,4,1,1,0,1,8,0,5,4,6,4,7,2,4,1,1,1,6,1,7,5,0,2,2,0,8,4,14,6,4,5,2,6,5,1,2,23,1,3,2,3,3,1,3,27,6,16,3,2,2,1,7,4,3,10,6,5,1,3,9,11,3,4,4,3,1,3,2,2,3,3,4,21,4,18,4,13,1,18,10,12,1,8,5,0,4,1,0,1,0,9,12,6,0,1,2,1,1,7,0,0,0,2,7,5,5,6,3,3,5,4,4,7,2,0,4,4,6,2,7,7,11,3,6,4,5,5,5,2,7,0,6,5,4,9,0,15,0,14,1,3,2,0,5,9,4,1,8,17,5,4,0,5,3,0,3,5,2,3,3,10,3,5,0,9,2,0,13,2,8,1,9,2,17,1,3,9,0,2,11,12,5,13,1,8,2,3,11,3,1,1,11,0,4,1,6,2,8,5,2,3,2,1,0,1,0,6,1,3,2,4,4,0,13,5,1,0,9,0,2,1,0,9,8,5,12,5,3,5,4,0,2,12,6,2,5,2,2,7,6,5,0,9,8,5,1,5,1,0,6,1,0,4,8,6,16,4,0,0,2,1,18,30,0,2,13,9,2,4,1,10,5,2,6,2,5,2,0,1,4,2,5,2,4,2,4,6,6,3,18,0,0,5,3,9
"Mal",9,9,23,3,4,8,3,1,5,19,5,6,0,18,0,0,4,25,21,5,0,11,18,1,2,10,3,2,9,3,4,5,1,7,3,2,2,17,8,26,12,4,13,13,3,28,4,7,8,6,2,13,3,8,11,2,3,0,0,10,8,1,5,1,5,15,0,2,2,4,8,5,2,5,2,1,15,1,2,3,6,17,5,8,15,9,3,6,5,9,0,13,2,2,1,3,5,2,8,1,3,2,8,40,7,2,4,3,3,5,8,6,25,4,21,1,5,6,2,0,2,12,0,9,4,2,3,7,2,0,8,2,5,7,2,1,1,0,3,7,12,6,16,6,4,2,21,14,4,7,11,4,13,8,26,13,0,8,2,3,8,0,8,17,0,4,6,2,5,8,7,2,11,3,6,7,3,5,1,2,5,1,6,13,7,6,6,13,7,0,4,43,3,8,1,3,15,9,1,64,7,23,4,2,3,16,9,9,3,13,6,10,0,5,10,15,3,2,6,2,3,1,7,3,0,5,4,40,5,40,3,13,4,19,9,8,6,9,5,0,13,6,5,7,6,5,6,4,4,6,3,3,5,12,2,1,7,4,14,5,6,18,15,2,6,5,11,17,0,2,5,10,3,3,9,10,20,6,26,1,5,9,8,13,23,3,19,6,7,8,4,72,3,37,7,7,3,0,7,4,4,2,9,20,7,8,6,6,4,4,3,9,7,1,9,7,5,8,2,9,2,1,21,2,7,4,13,1,26,2,5,10,0,1,22,15,4,15,0,9,1,4,8,3,1,3,1,2,8,7,10,3,8,9,5,5,6,3,2,8,0,3,3,4,1,6,4,5,15,15,4,0,8,5,3,1,0,9,13,5,12,11,6,12,9,0,5,16,10,6,8,3,5,11,3,8,1,10,8,5,0,9,1,9,3,2,2,4,8,7,6,9,1,11,5,1,11,38,8,14,34,8,6,5,1,21,12,3,8,5,3,2,1,2,16,7,5,2,7,1,10,4,5,1,28,2,2,2,4,7
"Trf",12,16,9,2,6,5,6,0,3,19,11,10,1,22,3,1,4,14,49,10,0,4,13,1,3,6,5,4,7,6,4,7,1,7,4,4,6,10,8,8,10,3,6,6,5,8,7,3,12,8,1,16,3,14,8,16,3,4,0,12,11,1,3,0,9,8,1,2,0,1,13,3,2,5,4,4,19,3,3,2,4,7,15,7,11,7,0,6,3,8,4,24,1,3,3,2,6,3,5,0,5,10,11,18,5,8,6,2,3,13,8,5,5,2,9,5,3,14,3,0,0,28,4,11,11,5,0,6,5,4,0,7,6,10,6,4,1,5,2,8,6,6,20,3,8,3,28,16,5,5,7,13,21,10,16,15,1,7,0,1,8,1,2,4,5,12,5,0,4,10,11,3,9,4,5,13,0,3,3,2,7,1,13,4,8,7,5,10,6,1,8,29,0,8,3,9,11,4,3,27,8,17,3,2,6,10,9,9,5,4,11,12,0,3,12,8,7,1,13,9,4,0,5,2,1,5,2,34,9,12,14,28,4,15,7,17,10,10,6,4,18,4,0,2,5,10,7,12,4,5,6,1,5,10,2,1,7,5,36,11,19,17,16,9,4,3,6,23,5,1,9,9,7,3,18,16,29,12,15,6,9,13,27,7,10,4,10,9,16,14,11,28,2,35,4,13,2,1,9,14,10,5,16,31,3,7,2,4,7,2,7,10,6,4,4,9,6,10,3,11,7,1,12,3,4,6,9,1,20,2,2,17,1,2,32,18,4,17,6,8,2,5,11,8,3,1,2,2,7,2,7,2,9,5,1,11,6,7,1,3,1,11,9,4,5,7,5,9,16,7,9,2,4,7,4,2,0,8,16,8,11,12,1,15,24,3,18,9,15,11,4,14,6,9,5,16,1,6,4,2,2,5,3,5,13,0,5,6,5,9,4,9,2,18,4,5,31,48,3,9,9,15,4,18,1,22,13,8,13,13,9,5,0,2,15,8,7,3,4,2,9,4,13,1,30,0,3,4,5,2
"Opalin",0,1,2,1,0,1,1,0,1,1,2,3,1,6,0,0,1,6,2,0,0,0,3,0,0,0,0,0,1,1,0,2,0,1,2,1,1,0,1,3,2,0,2,1,0,4,1,2,6,1,0,1,0,1,0,1,1,0,0,0,2,0,1,2,3,2,0,0,1,1,1,0,0,0,2,2,1,0,0,0,1,2,4,0,3,2,0,2,3,0,0,3,0,1,2,1,2,0,2,0,1,0,3,10,1,1,0,0,1,1,1,2,4,0,3,1,0,1,1,0,0,4,1,2,3,0,0,2,1,0,3,0,2,2,0,1,0,2,0,4,3,1,2,0,1,1,3,3,2,0,2,2,1,2,3,0,0,4,0,0,2,0,1,3,0,0,0,1,1,0,1,1,2,0,1,5,0,1,0,1,0,0,5,1,0,1,0,6,1,0,1,8,0,0,1,1,1,2,2,8,1,6,1,3,0,1,3,3,0,3,2,1,1,1,1,6,1,0,3,0,0,0,2,1,0,0,1,10,1,7,0,3,0,16,9,5,0,3,0,0,4,1,0,1,1,0,1,1,1,1,2,2,0,2,1,0,1,1,0,1,0,3,2,1,2,3,3,2,0,1,1,0,2,2,2,2,1,2,4,1,3,3,2,2,10,1,1,1,1,2,0,7,1,2,2,2,0,1,1,2,1,0,6,1,0,0,0,2,2,0,1,1,1,0,0,2,3,0,0,1,1,1,2,0,2,0,3,0,9,0,2,4,0,0,4,2,2,7,1,1,0,1,2,2,1,2,2,0,0,3,1,0,4,1,0,0,0,0,0,1,0,2,2,1,1,0,3,0,1,4,1,1,3,1,1,0,0,2,1,0,5,1,1,2,2,0,1,1,1,1,2,0,1,1,1,1,1,0,0,1,0,2,1,3,0,0,2,3,2,1,7,2,0,0,1,0,3,12,0,1,2,3,1,0,0,2,1,0,1,2,0,1,1,0,0,1,3,2,2,0,4,2,1,2,1,0,1,0,0,4
"Ermn",0,5,1,0,0,1,0,3,0,10,0,3,1,4,1,0,3,3,8,1,0,1,5,0,0,2,1,0,1,1,0,0,0,3,1,0,0,3,2,2,2,1,0,2,0,3,2,0,3,1,0,5,0,2,1,3,3,1,0,3,1,1,0,2,1,1,0,0,2,2,1,1,1,0,0,0,7,1,0,0,1,1,1,1,2,1,0,0,0,3,0,4,1,0,1,0,0,1,1,1,1,3,3,4,0,2,1,0,0,2,1,0,0,2,1,0,1,1,0,1,0,6,0,8,0,0,0,0,0,2,2,0,1,1,3,1,1,2,1,0,3,0,2,0,2,0,2,4,1,0,0,1,2,2,4,2,1,0,1,0,1,1,2,0,1,0,1,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,3,2,1,1,0,3,3,0,1,4,1,1,0,0,2,2,0,7,1,5,0,1,1,3,1,1,0,2,2,2,0,2,3,3,0,1,4,1,0,0,2,2,1,0,1,4,2,5,1,6,1,4,3,1,1,1,2,0,1,0,0,3,0,2,0,1,1,1,0,1,3,4,1,0,2,1,5,2,4,4,5,1,1,1,1,4,3,0,0,1,1,0,2,2,3,3,3,1,1,1,2,2,10,0,2,1,1,3,0,9,0,3,0,1,0,0,3,3,2,0,4,7,1,1,2,4,0,0,3,1,1,1,2,1,0,1,0,2,0,3,2,2,0,1,2,1,3,0,0,2,1,1,5,5,0,5,0,0,1,1,0,3,0,0,4,2,1,0,1,0,1,2,0,0,0,1,0,0,0,1,1,0,0,0,1,3,4,2,2,0,8,2,0,0,0,6,3,0,0,2,2,1,5,0,2,5,0,1,1,1,0,4,2,2,0,1,1,1,0,2,1,2,1,0,1,3,3,4,1,2,0,1,1,1,10,6,1,6,3,1,1,1,1,7,0,1,3,3,2,3,0,0,1,0,2,0,0,1,2,2,1,0,6,0,0,0,0,0
"Mog",1,3,5,0,1,2,2,1,1,10,2,3,2,6,0,0,1,11,12,2,0,2,4,0,1,2,1,1,2,4,1,2,1,1,1,0,0,4,6,5,1,2,4,5,0,10,0,4,2,3,0,2,0,3,3,0,3,0,0,4,1,2,1,1,4,5,1,1,2,5,7,2,1,2,3,1,4,0,2,1,3,6,2,7,5,1,0,3,3,3,2,8,0,1,1,1,3,0,4,1,1,4,3,13,1,1,3,0,0,1,6,2,6,0,3,1,2,5,1,1,0,8,3,4,4,1,1,1,0,1,1,1,3,4,2,1,3,1,3,4,3,2,8,2,1,2,5,3,4,5,4,5,4,4,8,8,0,5,0,1,2,2,2,3,3,4,2,0,1,2,0,1,3,2,3,4,0,1,0,1,3,0,4,1,0,1,3,2,0,0,2,10,0,2,3,0,2,1,1,16,2,9,1,3,1,2,5,4,0,6,4,4,0,1,1,5,4,2,3,3,4,0,4,1,1,1,1,18,5,12,2,4,0,9,11,10,2,2,3,2,4,4,2,5,1,4,1,1,1,0,1,0,1,3,0,0,1,2,10,2,3,9,4,2,1,2,3,5,2,2,2,6,0,1,1,2,10,4,11,2,2,5,4,4,11,1,1,4,4,5,3,17,1,10,1,6,0,0,2,4,4,1,2,10,2,2,2,3,2,0,3,5,2,3,3,3,5,4,0,1,0,0,11,4,2,1,3,1,9,1,1,4,0,0,6,6,2,5,0,2,0,4,4,4,1,1,6,1,1,1,1,0,1,2,3,2,0,1,1,1,0,4,1,0,0,1,2,4,5,5,2,0,6,2,1,1,0,9,5,3,3,2,2,4,4,0,2,4,4,5,1,0,4,5,3,2,2,3,2,0,0,2,2,3,1,0,1,1,3,2,8,2,0,3,0,1,14,13,2,3,10,5,0,3,1,6,5,3,2,6,0,3,1,0,7,3,2,2,8,1,4,1,2,2,10,1,2,3,3,5
