"","A X4x12","A X3x13","A X4x14","A X6x12","A X5x13","A X7x11","A X3x10","A X4x13","A X2x13","A X5x14","A X8x10","A X3x14","A X5x12","B X15x19","B X17x10","B X18x8","B X15x20","B X16x19","B X20x22","B X15x18","B X19x9","B X18x9","B X18x7","B X15x17","C X15x4","C X16x7","C X18x5","C X19x6","C X15x6","C X16x2","C X14x2","C X16x4","C X18x6","C X15x2","C X17x2","D X17x20","D X10x7","D X15x4","D X8x12","D X9x9","D X11x15","D X14x8","D X12x8","D X4x12","D X3x17","D X16x7","D X6x14","D X17x6","D X18x5","D X10x9","D X11x4","D X12x7","D X13x6","D X4x17","D X8x7","D X9x6","D X10x5","D X11x8","D X14x7","D X15x6","D X7x16","D X8x14","D X10x12","D X12x10","D X13x11","D X3x13","D X4x14","D X5x15","D X6x12","D X9x15","D X11x6","D X8x2","D X9x3","D X14x2","D X7x15","D X6x16","D X8x9","D X9x4","D X10x3","D X11x10","D X14x5","D X12x13","D X6x11","D X18x6","D X9x13","D X10x10","D X11x3","D X12x4","D X15x9","D X13x9","D X3x15","D X5x13","D X7x11","D X12x3","D X13x2","D X5x16","D X16x8","D X19x5","D X17x21","D X10x6","D X15x5","D X8x11","D X9x10","D X11x12","D X12x15","D X15x2","D X16x6","D X17x7","D X7x12","D X10x8","D X11x5","D X12x6","D X13x7","D X13x4","D X5x11","D X4x16","D X9x7","D X10x4","D X11x9","D X14x6","D X15x7","D X9x12","D X7x17","D X8x13","D X9x8","D X10x15","D X11x14","D X14x9","D X12x9","D X4x13","D X3x16","D X6x15","D X17x5","D X7x14","D X11x7","D X13x5","D X4x18","D X8x8","D X9x5","D X11x11","D X14x4","D X12x12","D X8x15","D X9x14","D X10x13","D X9x16","D X12x11","D X13x10","D X3x12","D X4x15","D X5x14","D X3x18","D X6x13","D X12x2","D X13x3","D X5x17","D X20x5","D X8x3","D X9x2","D X14x3","D X6x17","D X8x10","D X9x11","D X8x16","D X11x13","D X14x10","D X16x5","D X7x13","D X10x11","D X11x2","D X12x5","D X15x8","D X13x8","D X3x14","D X5x12","E X18x10","E X10x14","E X14x7","E X16x17","E X16x8","E X19x10","E X20x13","E X11x12","E X18x11","E X22x13","E X22x14","E X13x15","E X16x18","F X22x19","F X24x14","F X25x15","F X28x10","F X19x13","F X17x13","F X20x14","F X23x19","F X21x15","F X25x16","F X15x13","F X17x6","F X18x5","F X21x17","F X16x11","F X17x10","F X22x17","F X24x16","F X25x13","F X19x15","F X18x8","F X21x13","F X14x14","F X15x15","F X16x13","F X19x8","F X17x8","F X24x18","F X19x17","F X18x6","F X18x12","F X14x12","F X20x17","F X19x5","F X22x18","F X24x13","F X26x15","F X16x15","F X17x14","F X20x13","F X18x13","F X23x16","F X22x15","F X23x14","F X25x17","F X16x6","F X17x7","F X21x18","F X15x16","F X17x11","F X22x16","F X18x16","F X24x15","F X25x14","F X26x13","F X19x12","F X17x12","F X20x15","F X23x18","F X21x14","F X15x12","F X17x5","F X21x16","F X16x12","F X18x14","F X23x13","F X24x17","F X19x14","F X21x12","F X14x15","F X15x14","F X20x16","F X26x14","F X16x14","F X17x15","F X20x12","F X23x17","F X22x14","F X18x15","F X23x15","F X24x19","F X16x5","F X19x16","F X18x7","F X14x13","F X26x16","F X23x20"
"ALOX15B",0,4,5,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1,0,1,0,0,0,2,5,2,0,3,0,0,6,1,0,0,2,1,0,0,0,0,3,0,0,0,2,0,0,0,0,3,0,5,0,0,0,0,0,6,4,8,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,5,3,2,0,2,2,2,1,2,7,0,3,4,0,0,2,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0
"CD9",0,2,0,0,0,0,3,0,0,2,1,0,0,2,0,0,0,0,1,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,66,0,4,32,4,7,0,0,0,7,1,0,5,1,12,7,1,4,1,0,10,1,14,0,13,4,6,0,13,19,4,4,0,0,9,1,1,0,0,2,5,2,5,9,0,1,0,0,14,2,0,0,1,4,8,0,10,10,2,2,0,0,4,1,4,23,1,0,9,2,2,13,6,0,15,8,5,1,9,1,0,0,1,8,0,1,0,11,1,2,4,15,3,2,3,0,1,7,10,0,0,0,6,2,1,1,6,3,13,0,0,0,10,1,1,1,1,5,0,0,0,0,11,0,0,10,0,1,0,4,0,4,2,11,1,9,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9,5,2,1,0,23,14,1,0,15,3,18,4,23,0,0,6,15,0,9,4,0,2,10,10,0,0,8,8,12,18,14,2,0,0,5,3,15,0,0,8,20,10,3,7,26,1,1,12,12,4,4,1,5,6,18,0,3,9,36,3,8,53,27,23,1,0,2,0,2,6,2,16,9,1,3,1,5,6,1,20,0,0,3,2,0
"TACSTD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,55,0,4,4,9,7,5,1,0,2,0,2,1,1,2,12,0,0,2,0,15,0,8,0,20,7,0,0,0,2,13,5,3,2,11,1,12,0,0,3,25,0,28,19,0,3,0,3,3,0,6,2,4,9,19,0,11,10,1,11,0,0,0,7,0,3,2,0,22,0,18,14,1,0,14,6,4,0,16,0,0,13,3,31,1,0,1,3,3,3,1,8,20,0,5,13,8,14,20,0,5,19,5,20,0,0,1,4,0,0,0,4,29,5,1,0,5,4,0,0,3,1,4,0,0,2,0,2,2,8,2,0,2,1,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,14,0,7,5,1,5,78,5,6,9,79,7,0,31,3,1,15,23,0,4,45,9,5,39,31,5,38,72,76,21,0,0,5,19,79,7,0,14,32,21,0,16,23,5,0,36,30,16,23,8,0,12,22,0,2,5,112,3,37,135,32,16,12,3,10,5,4,10,0,5,14,12,7,3,1,25,10,8,10,2,1,4,15
"CUL1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,8,0,1,1,4,0,0,0,0,16,0,0,1,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,7,0,3,0,8,3,1,3,0,1,0,0,0,0,0,7,0,11,0,6,0,0,0,6,0,2,13,0,6,0,5,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,4,0,0,1,7,0,0,5,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,6,0,0,5,0,5,1,2,0,1,0,4,0,2,3,0,0,0,8,0,0,6,0,0,0,2,0,1,0,0,0,2,0,8,0,11,0,1,0,1,0,0,0,5,0,7,2,4,3,3,0,0,0,5,0,0,2,13,7,0,14,7,2,4,0,5,0,0,0,0,1,1,0,9,0,0,7,0,4,0,0,0,0,1
"UBE2Z",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,1,0,3,0,2,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,8,0,5,5,0,0,0,3,1,0,2,0,0,0,0,3,4,0,0,4,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,2,0,4,0,0,0,6,1,0,0,9,0,0,7,0,0,0,0,0,0,8,0,1,5,2,0,1,4,0,0,5,0,4,0,0,4,2,1,5,2,3,0,6,0,0,10,3,8,3,0,0,0,2,0,0,4,6,3,4,13,20,14,0,0,0,0,0,2,0,0,0,0,2,1,0,6,10,0,0,0,4,2,0
"ENG",0,0,39,1,14,0,28,0,2,0,2,4,11,0,0,0,0,0,0,10,4,0,0,0,0,2,11,0,0,0,0,0,0,10,0,3,0,3,0,1,0,4,0,0,0,1,0,4,0,0,2,2,0,0,19,0,1,0,0,0,0,3,2,0,3,3,0,7,6,3,2,0,0,0,2,0,0,9,6,0,1,0,2,1,0,1,0,2,0,0,3,0,0,5,2,2,2,0,1,3,4,2,0,0,5,0,1,2,1,1,4,0,0,2,2,0,1,0,1,1,4,0,1,1,1,0,0,0,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,4,0,0,2,0,0,0,1,10,0,0,0,1,0,1,0,1,0,0,3,0,2,3,3,11,0,0,0,3,0,0,7,0,4,0,1,0,9,0,7,1,0,11,22,0,0,0,3,6,2,0,19,6,18,11,0,0,0,32,20,0,11,0,0,6,0,3,0,2,0,2,2,10,5,42,0,12,2,2,0,7,4,0,1,1,8,0,8,3,3,3,10,0,5,7,7,5,1,16,12,3,23,13,3,1,0,5,1,1,2,2,2,8,11,4,1,0,0,7,1,2,22,0,0
"VWF",4,17,17,4,21,0,10,8,1,18,17,4,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,4,0,0,3,0,0,0,2,1,5,2,2,0,0,2,0,0,4,1,0,1,2,0,3,6,2,4,2,0,0,0,2,0,0,2,0,0,3,0,0,2,6,10,0,3,1,2,7,1,0,4,0,1,1,0,5,18,0,8,14,3,2,0,7,1,1,7,0,2,2,0,3,1,0,15,1,1,2,2,10,0,0,1,1,2,4,4,0,5,0,2,0,2,6,1,5,1,4,1,3,0,3,0,3,3,6,2,0,0,1,0,0,0,0,4,13,4,0,0,3,4,7,0,0,0,3,0,0,0,5,0,2,4,7,16,0,0,0,6,0,0,0,2,0,0,0,0,3,0,1,2,3,1,3,10,12,0,8,0,1,0,8,1,8,2,0,2,0,3,0,0,12,4,4,0,4,7,3,0,12,9,1,7,0,13,0,7,2,4,0,9,3,1,0,5,26,2,3,1,9,5,0,7,5,0,7,0,9,0,3,7,7,0,0,9,2,0,6,21,19,5,2,0,0,11,5,2,0,9,0,1,5,10,8
"KRT8",5,22,9,5,16,1,0,5,2,6,0,2,0,0,0,0,24,1,42,3,3,3,0,8,0,0,0,0,2,0,0,4,0,0,29,0,9,191,9,31,137,29,25,3,5,35,18,15,23,8,11,70,49,7,11,48,2,32,23,101,4,28,54,23,28,12,59,53,35,26,0,14,39,27,13,21,19,55,10,48,48,1,26,19,10,16,1,34,15,7,12,28,36,44,84,26,52,14,0,38,46,5,23,22,8,65,30,57,29,16,6,117,31,15,16,41,4,8,16,35,114,35,8,10,38,26,28,12,44,18,4,27,102,12,37,199,1,8,21,37,55,10,13,31,16,66,3,7,2,68,24,6,2,14,44,0,11,10,11,30,4,27,14,2,26,6,34,7,40,7,42,57,47,38,10,8,0,2,6,0,3,6,11,0,28,0,9,0,24,37,21,7,13,30,82,39,24,13,154,26,28,2,78,11,22,105,8,6,23,46,11,14,42,43,47,55,77,27,44,123,123,41,19,3,24,34,74,26,21,55,70,36,8,35,74,38,13,71,136,56,52,46,0,11,59,14,50,24,101,45,92,125,84,53,29,24,46,16,26,64,3,35,31,41,61,30,19,61,115,15,25,12,36,25,52
"KRT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,5,12,7,0,0,3,14,0,5,5,16,15,9,5,10,1,0,7,1,10,0,14,11,16,0,18,67,17,9,1,0,0,0,12,15,1,6,3,0,19,26,0,3,0,4,5,0,9,11,0,24,3,12,13,8,11,8,0,0,0,0,3,31,20,0,15,4,6,9,0,0,3,8,20,4,37,7,19,11,7,8,0,4,18,15,0,13,0,30,35,10,26,0,1,0,8,0,1,1,10,9,1,0,38,4,17,12,6,0,21,15,0,7,7,5,3,5,0,8,3,0,11,18,0,5,6,1,0,43,0,7,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,8,11,0,9,1,37,5,12,9,85,0,8,15,5,1,5,33,4,2,109,1,0,35,11,10,26,207,0,4,8,2,11,13,15,2,4,4,22,2,0,2,19,9,2,20,9,13,6,9,0,6,17,0,17,8,111,20,76,88,14,0,16,0,0,0,12,25,3,9,14,4,11,0,9,29,0,12,10,0,5,20,14
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,12,4,0,0,0,0,3,0,0,0,0,1,8,0,0,9,0,0,2,3,0,19,4,0,0,0,0,3,4,0,0,8,3,0,0,2,1,25,0,3,13,2,0,0,0,6,0,3,0,0,3,1,0,5,2,0,2,0,2,0,0,0,0,4,3,1,0,0,1,0,0,13,2,1,0,10,0,5,0,8,14,1,0,5,0,0,2,0,1,0,0,5,13,0,6,20,0,1,3,1,2,0,0,1,1,3,0,0,0,30,0,0,0,0,10,0,0,1,0,11,0,0,8,0,1,3,1,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,0,0,0,1,11,0,1,0,13,0,0,2,0,2,5,6,0,0,12,0,0,0,8,1,1,7,16,0,0,0,0,2,1,0,1,0,3,0,2,1,10,1,0,6,7,10,10,1,0,2,5,0,0,6,6,4,2,25,7,6,0,0,0,0,4,1,0,5,7,1,12,0,0,7,1,4,0,0,1,0,0
"DCN",11,1,1,15,2,3,0,0,0,4,9,4,1,4,0,6,20,25,0,0,0,5,0,2,0,0,0,1,0,12,15,0,0,0,0,3,4,0,0,3,0,3,1,0,2,1,3,2,0,3,1,2,0,0,1,2,1,0,3,0,0,4,10,3,3,0,13,3,9,2,0,0,0,13,0,2,2,1,11,7,11,1,3,2,0,1,0,2,1,0,0,1,0,8,0,1,0,1,16,9,0,0,4,0,0,2,5,12,1,1,1,0,0,1,3,12,0,1,1,1,2,3,0,1,2,0,1,0,2,7,0,0,1,1,7,5,10,0,1,0,0,0,1,8,5,3,0,0,0,0,10,24,0,1,3,0,0,0,17,0,0,4,0,1,21,11,6,0,0,0,8,0,2,4,3,14,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,23,0,0,3,15,4,0,0,1,3,1,0,0,0,11,2,2,2,0,1,0,5,0,1,0,0,0,1,1,16,0,0,0,0,2,2,0,0,2,4,0,0,1,0,0,0,0,1,0,0,6,8,2,7,0,4,2,1,2,0,4,4,0,4,1,0,0,0,10,0,0,6,0,0,3,6,0
"APOD",0,8,2,0,0,0,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,2,0,3,7,13,5,0,1,1,22,0,0,3,0,7,1,6,1,1,3,4,0,10,0,0,11,1,4,11,49,13,7,0,1,2,3,0,8,0,1,2,0,2,8,2,3,1,5,9,0,1,4,2,5,5,7,2,0,11,6,1,2,0,9,1,1,3,3,2,1,1,5,7,0,1,6,4,8,12,4,7,4,1,26,6,7,5,8,0,10,3,8,7,1,1,0,2,4,7,13,2,2,3,0,5,0,0,3,0,3,0,1,4,13,3,3,6,0,4,0,4,4,1,17,13,5,0,2,0,2,3,8,2,17,0,0,10,1,29,0,8,0,4,8,1,6,0,2,7,3,0,11,16,14,7,4,10,20,3,9,13,28,10,18,3,42,10,4,21,0,8,4,78,1,1,61,1,6,14,0,7,3,31,4,3,7,5,23,29,28,18,6,5,8,11,15,21,11,5,10,25,23,15,4,1,1,2,1,20,15,23,19,13,15,20,47,6,3,5,27,3,1,50,5,10,16,12,27,5,22,14,9,9,8,3,4,26,0
"FBLN1",20,8,25,12,12,18,13,16,16,11,7,13,9,13,0,7,13,0,4,0,5,3,20,5,1,2,3,2,2,0,0,0,2,6,0,70,9,10,0,76,19,15,19,7,11,30,25,22,14,18,37,24,9,3,6,11,29,7,12,30,16,13,18,2,9,25,27,5,31,24,10,16,16,5,11,6,21,5,8,13,21,12,12,11,7,16,12,17,58,21,25,42,17,16,7,21,25,18,48,6,10,13,3,8,24,20,25,36,32,95,11,7,19,15,28,19,12,28,9,13,39,9,13,27,10,10,5,6,13,7,11,15,16,33,19,15,32,11,13,14,16,41,6,17,40,10,10,25,18,14,49,31,10,13,15,15,24,9,6,9,2,29,12,13,14,14,20,17,27,11,25,12,10,17,30,5,0,0,2,8,4,11,7,0,6,2,3,2,4,6,11,21,5,32,19,0,13,3,28,10,41,4,53,53,4,23,7,6,14,50,8,13,76,16,40,9,10,21,16,17,6,16,10,1,13,39,17,15,9,19,23,15,9,24,12,1,25,52,10,11,39,4,4,1,16,17,8,16,33,34,40,47,47,7,8,14,24,11,4,29,7,20,11,8,4,12,24,41,3,14,0,2,15,9,20
"AK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,6,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,4,17,4,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,17,0,4,0,0,1,0,0,6,2,0,13,5,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,6,3,1,0,0,0,2,0,3,2,6,0,0,0,0,2,1,0,0,31,3,0,0,0,0,0,0,13,9,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,1,7,0,4,0,7,0,10,2,11,0,1,3,0,0,0,2,0,0,7,2,6,14,1,6,8,2,1,0,0,0,0,0,0,5,0,3,2,7,5,0,5,0,4,0,2,0,0,0,0,1,0,5,4,2,11,2,2,16,3,1,0,4,11,5,0,1,0,1,0,1,2,0,5,1,23,11,9,2,0,0,2
"FAF1",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,11,0,5,3,0,0,0,0,2,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0,0,0,0,1,0,0,0,0,3,0,0,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,3,0,3,1,1,0,0,9,5,0,0,0,0,0,9,0,0,5,0,4,6,4,0,3,6,2,0,0,0,0,0,0,4,3,0,0,0,0,1,11,3,0,2,7,0,4,0,0,1,0,0,8,0,10,0,4,7,6,2,0,0,0,0,0,8,3,0,0,0,3,0,0,1,4,0,0,0,0,0,2
"CLIC1",0,5,0,0,1,20,1,10,4,30,9,0,4,0,0,1,0,0,5,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,23,0,3,14,7,7,13,0,4,6,4,2,3,6,11,12,0,0,5,5,5,3,5,0,1,0,1,5,3,4,9,10,6,1,0,3,1,8,0,1,12,0,28,2,0,5,10,1,0,0,12,0,4,0,1,2,6,9,2,15,1,0,6,2,3,6,1,6,9,10,7,4,2,2,18,6,15,0,10,8,10,18,9,20,0,0,2,3,3,1,0,7,1,1,0,8,5,6,19,7,9,0,2,1,0,0,2,19,7,1,5,1,13,5,0,3,3,8,9,1,6,3,5,4,7,3,0,5,0,3,7,6,1,5,11,1,1,6,5,0,0,5,7,0,8,10,0,0,2,0,0,2,14,7,0,11,2,3,10,8,2,20,6,1,0,27,1,3,15,5,4,0,11,0,5,19,5,3,18,3,3,10,32,30,7,8,10,20,22,16,11,5,8,37,12,0,13,30,16,11,10,25,4,4,6,0,4,9,1,10,6,41,4,12,27,31,9,0,3,1,4,3,17,1,19,12,17,14,2,10,23,9,7,6,0,1,5,29
"PUF60",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,9,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,2,1,0,0,3,3,0,0,0,1,1,1,0,0,3,4,1,3,0,0,0,0,0,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,1,0,5,0,0,0,2,0,0,2,4,1,1,1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,8,0,3,0,3,0,5,0,6,0,4,0,2,0,5,2,1,0,4,10,8,2,0,8,0,3,4,8,2,3,6,7,0,2,5,0,0,11,2,3,0,11,0,0,0,4,5,0,2,0,0,16,17,6,0,7,0,0,3,8,2,0,3,0,0,3,0,3,0,10,0,0,0,0,9
"COX8A",6,0,0,3,13,0,3,0,3,2,5,7,4,0,0,5,0,1,7,17,2,0,2,9,0,0,0,7,0,0,0,0,0,2,4,4,1,4,0,7,5,11,6,0,1,2,6,1,2,0,3,8,3,0,9,12,4,6,2,9,9,12,10,1,0,5,15,6,0,9,3,0,0,9,3,1,0,6,2,7,12,0,0,1,6,2,0,2,2,1,2,1,0,3,0,3,2,0,1,5,1,9,5,1,7,0,5,5,1,0,5,3,3,5,0,4,4,8,0,10,11,0,1,2,4,0,0,4,1,0,0,1,4,5,4,11,0,0,0,2,1,0,0,7,0,7,7,0,3,1,1,2,1,0,3,8,2,0,4,6,1,12,1,0,0,1,11,0,3,0,1,0,1,4,11,7,0,4,0,4,0,9,0,0,0,0,4,0,0,5,11,0,10,2,4,2,1,2,13,8,4,4,7,6,7,8,0,4,4,14,0,5,15,2,7,0,15,4,3,4,7,3,4,8,5,5,16,20,0,3,34,5,1,3,13,6,4,6,6,3,12,6,6,0,15,0,3,4,16,3,6,52,10,21,9,3,2,8,7,6,1,2,5,5,3,4,4,32,1,6,3,3,2,15,5
"PTP4A2",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,19,0,2,2,69,5,0,0,0,0,0,0,0,0,6,8,0,0,8,3,9,1,1,0,2,16,0,2,0,38,22,0,15,0,2,1,10,0,0,4,7,15,10,1,0,0,0,0,0,11,2,0,0,2,0,0,11,2,0,1,0,0,1,1,1,0,10,17,1,3,3,4,1,0,9,0,1,0,11,0,1,1,0,1,0,0,0,19,0,0,1,4,23,0,0,0,0,2,32,0,5,0,4,3,5,0,2,0,1,1,0,1,2,4,0,0,1,5,1,0,3,0,7,0,0,1,0,1,0,7,7,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,4,16,0,2,1,12,0,2,7,0,10,0,23,0,0,23,0,0,10,6,0,10,6,9,25,0,1,0,3,11,0,0,4,1,11,0,0,21,2,1,4,11,3,3,0,0,1,2,11,1,1,25,2,11,17,7,8,10,0,9,6,0,4,0,3,4,2,6,0,0,13,5,21,0,2,0,0,0
"SRF",0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,9,1,1,0,0,3,0,0,0,2,1,0,0,4,2,0,0,2,5,0,0,11,2,3,1,0,0,4,0,4,0,0,4,8,0,3,1,0,1,1,0,4,1,0,0,0,2,17,0,0,1,1,2,0,6,7,4,0,2,1,0,0,0,3,1,1,1,2,2,3,4,10,0,0,1,0,0,0,4,14,0,0,2,0,0,1,2,2,1,2,0,2,1,4,7,0,2,2,0,3,7,0,0,0,1,0,0,6,5,7,0,1,0,2,0,0,0,0,0,0,2,0,5,0,3,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,11,0,2,2,6,1,0,5,21,0,1,6,0,0,0,6,7,0,16,0,0,4,5,8,3,6,15,0,0,4,15,1,3,0,3,3,4,1,0,5,9,0,13,9,4,8,4,4,1,0,5,0,0,3,2,7,0,5,10,3,3,2,0,4,1,2,1,2,11,9,2,0,4,3,4,0,0,1,0,4,1
"FAM96B",0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,1,0,1,5,0,0,0,0,5,1,0,0,3,0,0,0,0,3,0,7,1,8,0,1,0,12,0,0,3,0,0,0,2,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,0,5,1,0,8,0,0,9,5,0,0,0,13,2,0,0,1,0,0,0,2,2,0,5,0,9,2,1,1,0,4,25,0,0,22,0,0,0,5,0,0,4,0,0,8,18,0,0,13,4,2,0,1,0,2,0,11,6,2,12,9,0,1,18,5,0,0,0,0,1,0,0,2,0,0,1,7,0,10,0,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,16,0,0,0,16,0,20,0,32,5,5,8,0,0,0,9,0,0,10,5,10,3,2,5,29,5,10,0,0,0,6,0,21,0,5,1,20,0,0,5,12,3,3,9,17,0,2,2,0,0,5,0,0,0,5,11,4,10,1,0,0,0,5,0,1,4,10,0,2,16,2,0,5,4,1,15,1,0,0,0,10
"GLO1",0,0,0,0,0,0,0,0,10,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,0,5,0,0,0,0,0,1,6,0,1,0,1,0,13,0,0,3,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,3,0,1,0,2,0,0,0,1,0,0,3,0,0,0,0,2,4,1,0,0,0,0,2,1,0,0,0,0,4,0,0,0,3,0,0,0,1,4,0,2,0,1,4,6,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,7,4,3,2,3,1,1,7,0,3,2,6,2,1,4,0,0,0,0,0,0,1,14,3,2,0,3,0,2,5,0,2,0,15,2,3,10,0,0,1,1,0,2,1,0,1,4,0,0,1,6,0,1,5,14,16,2,4,0,0,0,4,0,4,0,0,4,1,1,4,0,0,4,0,0,0,3
