"","A X4x12","A X3x13","A X4x14","A X6x12","A X5x13","A X7x11","A X3x10","A X4x13","A X2x13","A X5x14","A X8x10","A X3x14","A X5x12","B X15x19","B X17x10","B X18x8","B X15x20","B X16x19","B X20x22","B X15x18","B X19x9","B X18x9","B X18x7","B X15x17","C X15x4","C X16x7","C X18x5","C X19x6","C X15x6","C X16x2","C X14x2","C X16x4","C X18x6","C X15x2","C X17x2","D X17x20","D X10x7","D X15x4","D X8x12","D X9x9","D X11x15","D X14x8","D X12x8","D X4x12","D X3x17","D X16x7","D X6x14","D X17x6","D X18x5","D X10x9","D X11x4","D X12x7","D X13x6","D X4x17","D X8x7","D X9x6","D X10x5","D X11x8","D X14x7","D X15x6","D X7x16","D X8x14","D X10x12","D X12x10","D X13x11","D X3x13","D X4x14","D X5x15","D X6x12","D X9x15","D X11x6","D X8x2","D X9x3","D X14x2","D X7x15","D X6x16","D X8x9","D X9x4","D X10x3","D X11x10","D X14x5","D X12x13","D X6x11","D X18x6","D X9x13","D X10x10","D X11x3","D X12x4","D X15x9","D X13x9","D X3x15","D X5x13","D X7x11","D X12x3","D X13x2","D X5x16","D X16x8","D X19x5","D X17x21","D X10x6","D X15x5","D X8x11","D X9x10","D X11x12","D X12x15","D X15x2","D X16x6","D X17x7","D X7x12","D X10x8","D X11x5","D X12x6","D X13x7","D X13x4","D X5x11","D X4x16","D X9x7","D X10x4","D X11x9","D X14x6","D X15x7","D X9x12","D X7x17","D X8x13","D X9x8","D X10x15","D X11x14","D X14x9","D X12x9","D X4x13","D X3x16","D X6x15","D X17x5","D X7x14","D X11x7","D X13x5","D X4x18","D X8x8","D X9x5","D X11x11","D X14x4","D X12x12","D X8x15","D X9x14","D X10x13","D X9x16","D X12x11","D X13x10","D X3x12","D X4x15","D X5x14","D X3x18","D X6x13","D X12x2","D X13x3","D X5x17","D X20x5","D X8x3","D X9x2","D X14x3","D X6x17","D X8x10","D X9x11","D X8x16","D X11x13","D X14x10","D X16x5","D X7x13","D X10x11","D X11x2","D X12x5","D X15x8","D X13x8","D X3x14","D X5x12","E X18x10","E X10x14","E X14x7","E X16x17","E X16x8","E X19x10","E X20x13","E X11x12","E X18x11","E X22x13","E X22x14","E X13x15","E X16x18","F X22x19","F X24x14","F X25x15","F X28x10","F X19x13","F X17x13","F X20x14","F X23x19","F X21x15","F X25x16","F X15x13","F X17x6","F X18x5","F X21x17","F X16x11","F X17x10","F X22x17","F X24x16","F X25x13","F X19x15","F X18x8","F X21x13","F X14x14","F X15x15","F X16x13","F X19x8","F X17x8","F X24x18","F X19x17","F X18x6","F X18x12","F X14x12","F X20x17","F X19x5","F X22x18","F X24x13","F X26x15","F X16x15","F X17x14","F X20x13","F X18x13","F X23x16","F X22x15","F X23x14","F X25x17","F X16x6","F X17x7","F X21x18","F X15x16","F X17x11","F X22x16","F X18x16","F X24x15","F X25x14","F X26x13","F X19x12","F X17x12","F X20x15","F X23x18","F X21x14","F X15x12","F X17x5","F X21x16","F X16x12","F X18x14","F X23x13","F X24x17","F X19x14","F X21x12","F X14x15","F X15x14","F X20x16","F X26x14","F X16x14","F X17x15","F X20x12","F X23x17","F X22x14","F X18x15","F X23x15","F X24x19","F X16x5","F X19x16","F X18x7","F X14x13","F X26x16","F X23x20"
"ESYT1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,9,0,3,0,0,0,1,1,0,0,2,3,0,3,5,1,0,11,3,0,1,3,2,0,0,0,0,0,0,4,0,0,0,0,2,0,11,7,0,2,1,6,0,0,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,2,0,2,0,1,5,0,0,3,2,2,7,0,0,11,0,0,0,6,10,0,0,4,0,0,0,16,3,2,0,0,3,0,1,1,1,0,0,7,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,1,2,3,0,2,2,6,0,8,1,7,0,0,1,0,0,6,2,0,0,9,0,0,1,2,0,5,0,3,0,0,0,16,0,7,2,0,0,0,0,1,6,6,0,0,0,9,8,5,0,4,0,3,0,0,0,11,11,0,2,2,2,0,0,1,1,4,0,1,8,4,0,0,0,3,1,0,3,0,0,0,0,0
"DYNLT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,2,0,0,0,18,2,0,0,1,0,3,9,3,0,0,5,1,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,3,0,4,0,0,12,2,0,0,0,0,0,0,0,1,0,0,0,7,0,3,10,0,1,0,8,6,21,0,3,0,0,3,0,0,0,9,6,0,4,5,3,0,0,3,0,6,25,0,0,4,0,10,4,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,16,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,13,0,0,4,13,2,30,0,13,0,0,6,0,0,9,1,0,6,0,0,0,12,0,0,19,11,8,0,1,0,0,11,27,1,0,0,26,0,0,0,2,3,1,0,5,4,10,4,0,6,10,0,5,8,23,2,7,19,11,13,0,6,9,0,18,8,0,0,0,0,15,0,3,4,3,0,0,0,1,0,0
"DYNC1H1",5,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,1,0,2,0,4,7,4,14,0,3,17,7,7,0,0,0,0,2,0,6,6,0,3,0,0,2,3,3,0,4,2,0,3,1,0,7,2,0,3,2,0,2,6,3,0,0,0,0,0,5,8,3,3,10,5,5,0,0,3,0,0,15,4,0,2,6,0,1,1,5,5,4,0,2,4,0,0,1,4,0,0,2,3,0,0,8,0,4,16,0,9,0,0,10,0,2,0,0,6,0,3,0,8,9,6,3,0,2,1,0,0,7,2,3,8,13,3,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,9,3,0,5,5,7,1,3,2,11,7,0,2,16,0,6,7,0,0,3,1,1,2,5,2,6,1,5,1,9,0,8,0,0,0,9,5,9,6,1,5,7,2,0,2,16,0,2,5,24,11,0,0,0,0,29,1,4,5,9,4,1,15,12,17,5,2,0,0,3,2,2,3,1,3,7,5,3,21,3,18,9,0,2,4,2
"EMD",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,1,0,2,0,0,0,0,1,3,1,0,3,2,4,15,0,3,0,2,3,4,4,2,0,0,0,1,7,0,0,1,0,0,7,0,4,2,2,0,4,0,0,0,0,2,1,5,0,8,0,0,0,0,0,3,0,1,0,1,10,0,2,0,0,8,0,2,8,1,1,19,0,1,0,2,1,0,0,4,2,1,5,4,4,0,1,0,1,7,0,0,0,0,5,5,3,0,1,0,0,0,0,0,0,7,5,7,4,0,0,3,6,3,0,8,3,3,1,4,1,18,0,0,0,2,0,0,0,0,3,4,0,0,7,0,1,4,0,1,6,6,4,0,7,5,3,0,0,0,4,2,0,0,0,0,0,0,1,0,3,0,0,2,3,0,2,1,2,2,10,0,0,3,3,0,1,7,0,1,0,17,0,0,5,0,0,2,3,0,1,2,0,0,2,0,0,0,4,0,0,3,3,4,0,0,6,1,0,3,3,2,5,5,1,0,0,3,0,6,8,9,6,2,2,8,1,0,3,0,0,3,3,12,3,3,2,0,8,8,0,2,0,0,1,0,0
"NDUFB2",0,0,0,0,4,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,1,0,0,4,0,0,1,0,3,1,1,0,1,5,2,2,0,2,2,0,5,0,0,0,0,8,1,6,4,0,0,0,1,15,8,0,0,0,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,8,5,1,1,0,0,1,0,0,1,0,2,0,4,4,11,3,9,2,4,5,0,0,0,1,0,1,1,0,2,1,4,0,0,2,2,0,2,0,0,1,1,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,4,0,0,1,0,1,0,0,5,7,1,1,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,1,3,0,7,2,3,1,8,0,2,0,13,0,2,11,0,0,0,21,3,7,4,6,4,6,0,2,2,3,10,5,3,1,6,8,14,0,0,3,3,0,6,2,4,1,2,10,2,6,0,3,0,4,15,4,0,2,8,3,10,10,3,3,0,8,0,2,2,10,1,4,3,3,1,6,8,11,5,2,3,1,4,7,0
"S100A11",8,20,14,9,0,8,3,4,3,16,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,1,0,7,0,75,4,15,95,28,14,9,1,7,18,12,5,14,6,58,19,1,3,57,7,16,9,56,6,28,43,10,4,10,52,9,14,14,9,14,15,9,6,14,13,44,3,24,39,0,9,16,0,7,0,27,22,9,1,10,9,47,30,18,24,3,5,25,3,3,12,26,3,4,16,30,29,17,9,56,41,19,2,29,12,7,4,10,38,1,10,13,46,4,4,5,20,8,7,21,29,7,21,113,4,8,15,8,29,7,5,28,4,20,9,3,0,23,12,14,1,10,26,5,8,3,4,9,0,17,30,3,0,1,19,26,33,5,11,9,7,17,13,7,0,4,2,0,2,0,5,0,1,0,3,0,6,53,10,13,27,21,59,18,21,14,76,10,19,12,157,21,23,97,3,0,20,42,20,4,144,29,41,37,79,9,74,71,49,8,22,3,66,57,60,34,19,19,63,16,11,68,115,39,31,36,85,20,21,16,3,17,85,5,18,73,144,23,109,142,63,41,37,11,18,10,17,25,2,31,28,43,15,12,21,73,29,13,8,8,7,20,42
"EIF3G",0,0,0,0,5,5,9,4,0,1,0,1,0,0,0,8,0,0,2,7,1,0,0,6,0,0,0,0,0,0,0,0,0,17,0,1,0,3,0,2,1,0,1,0,1,0,0,0,0,5,0,0,0,1,0,1,1,3,3,4,0,1,3,4,1,1,3,3,2,0,0,1,0,0,1,4,1,0,0,0,3,0,1,3,10,0,1,4,1,0,1,1,0,0,0,0,0,2,5,8,0,1,3,6,0,1,0,4,1,1,3,0,3,2,2,8,1,3,1,0,4,1,0,2,0,1,0,0,2,2,0,0,2,0,0,4,3,3,0,0,1,1,2,1,0,2,0,0,1,2,0,0,0,0,5,2,0,0,5,0,0,4,0,0,1,0,1,0,0,1,2,2,0,2,0,0,0,1,0,0,1,0,0,10,0,0,0,0,5,14,0,13,6,1,0,2,3,2,5,2,8,0,4,1,5,2,0,1,0,2,0,1,8,5,10,2,1,5,11,6,1,7,0,9,3,9,7,6,1,5,4,0,0,1,17,1,1,1,2,0,3,1,0,0,1,0,3,4,17,5,22,13,12,9,3,3,1,0,10,6,0,4,1,0,3,1,0,9,2,0,6,5,0,12,4
"BAG3",0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,8,0,6,0,0,1,0,0,0,0,3,1,8,0,2,0,0,3,0,3,0,2,1,0,1,1,11,7,0,0,0,0,14,0,0,0,0,2,0,0,2,0,0,1,8,5,0,0,0,0,17,0,0,0,11,3,0,8,0,0,0,0,0,0,0,5,5,3,6,2,5,9,0,7,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,6,0,0,1,2,0,0,2,0,0,0,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,2,2,3,1,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,6,0,5,12,2,3,22,0,8,0,12,0,0,10,0,0,0,6,0,0,4,2,5,1,3,3,7,7,5,1,4,0,3,0,0,4,0,2,10,4,0,0,3,7,5,15,6,0,0,2,0,0,0,0,0,0,8,4,9,14,9,1,0,0,0,4,1,0,3,1,0,5,3,4,13,3,2,4,0,0,1,1,0
"GIPC1",0,0,0,3,2,0,2,0,0,0,0,0,0,5,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,1,1,4,0,1,3,6,0,0,1,1,2,5,0,1,0,3,8,1,0,6,3,0,0,0,0,1,3,0,0,8,2,3,1,0,0,2,0,0,1,1,3,3,1,1,2,0,0,5,0,0,0,15,0,0,0,0,0,10,0,0,0,3,1,0,0,0,2,0,0,0,13,0,0,1,0,0,3,0,0,3,5,0,0,0,5,3,2,0,4,2,5,0,0,0,0,0,1,0,1,15,0,0,0,2,2,1,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,5,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,4,0,1,1,2,3,3,2,2,13,3,0,0,2,0,19,0,0,2,0,0,0,5,0,0,2,1,1,7,17,6,6,0,0,0,0,0,3,2,0,1,8,0,3,39,1,9,13,8,3,0,3,4,1,5,0,0,4,33,7,2,6,8,8,1,1,3,0,0,4,10,8,0,4,4,4,2,16,10,7,0,0,3,1,0
"JTB",0,0,0,0,0,0,0,2,6,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,1,16,0,1,0,0,2,0,0,0,0,0,0,2,2,3,1,0,2,1,0,5,9,5,0,6,1,0,0,0,10,1,17,0,1,0,1,6,0,0,0,0,2,2,23,0,5,0,0,1,0,0,4,3,5,0,2,0,1,0,1,5,0,1,1,0,6,0,0,0,3,7,1,7,0,1,0,0,1,1,0,12,0,4,1,3,0,0,6,0,0,0,1,6,0,0,0,0,5,5,1,0,9,0,3,0,0,0,0,0,0,0,0,1,11,0,0,0,2,0,0,0,1,1,0,5,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,13,0,0,1,11,0,0,7,22,0,14,0,8,0,4,13,0,1,21,23,10,9,16,3,10,22,10,0,1,5,12,0,7,0,0,2,11,7,0,4,29,1,12,2,21,8,0,5,6,0,0,3,0,10,1,0,4,15,25,28,11,24,20,24,0,12,9,0,2,16,0,4,0,1,1,5,10,12,1,7,2,0,0,5,14
"SF3B2",0,0,0,0,6,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,1,1,3,5,0,0,0,0,0,0,1,8,1,0,0,2,2,7,1,5,0,7,1,0,2,2,3,3,1,5,0,4,0,1,2,4,1,0,5,0,4,2,1,0,6,3,6,1,0,0,0,10,4,0,3,5,1,0,1,0,0,2,3,2,3,3,4,4,2,5,0,9,0,9,3,7,15,0,0,0,3,0,0,0,2,0,3,0,4,0,0,1,12,1,2,4,0,0,4,0,0,4,0,3,0,0,0,0,0,1,1,0,0,0,5,0,0,0,4,0,0,2,14,0,0,0,3,0,6,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,8,3,6,4,29,1,1,5,17,3,3,4,0,0,4,6,3,1,13,3,0,1,4,3,5,0,30,12,0,0,8,6,14,5,2,8,10,3,3,0,8,0,5,2,12,1,2,1,0,0,6,1,2,7,8,4,9,9,3,9,2,1,5,0,1,15,1,0,11,4,4,3,8,8,4,11,6,0,2,5,0
"CDC37",0,6,6,0,7,0,2,7,3,0,0,7,0,0,0,0,6,0,6,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,2,3,5,6,4,0,5,5,1,1,0,6,3,5,0,0,0,0,0,0,9,6,0,5,3,12,0,0,3,1,1,2,5,6,1,1,0,11,0,0,11,3,2,0,4,0,0,2,6,0,4,1,1,6,5,1,4,7,0,0,0,2,0,3,1,0,12,5,4,5,3,0,6,3,3,4,1,3,2,4,1,0,1,3,2,3,2,1,1,5,1,2,0,6,0,1,14,0,0,1,0,0,1,0,4,5,5,0,3,0,7,4,1,0,1,3,0,4,8,0,1,0,5,2,5,10,1,1,0,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,2,6,5,33,4,3,3,6,6,7,12,17,3,3,10,1,5,2,26,2,0,13,5,11,8,9,18,5,12,19,4,2,2,4,5,30,15,3,12,6,0,0,5,17,5,13,12,15,4,5,4,0,0,9,5,18,5,11,7,6,32,3,10,0,5,1,6,19,13,6,6,16,13,8,1,7,17,4,5,0,0,5,11,20
"TCF25",6,2,3,0,5,0,0,3,6,12,3,0,3,4,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,4,12,4,9,0,0,6,1,0,2,3,0,2,3,0,0,2,2,6,8,6,0,0,3,7,1,3,5,0,6,4,0,0,11,0,0,0,0,2,0,0,8,1,1,1,2,1,3,5,2,2,3,1,5,0,3,12,0,5,0,9,1,3,1,1,1,4,0,1,10,3,4,1,5,0,0,7,5,8,1,0,3,0,0,6,0,0,2,1,1,2,0,3,4,0,2,4,3,3,0,1,0,0,1,6,7,5,0,0,0,7,2,0,1,0,1,0,0,0,0,0,0,2,0,0,10,4,8,1,7,0,0,0,4,5,0,4,0,0,0,0,0,0,2,0,0,0,4,0,1,0,3,5,8,2,15,4,2,3,9,1,9,1,11,6,4,0,0,3,8,8,4,2,1,10,4,4,7,1,2,8,13,7,4,5,8,13,1,1,0,1,6,5,0,6,12,3,5,6,9,5,3,6,3,0,5,0,4,2,15,15,4,1,13,3,13,1,1,0,1,5,1,5,4,5,14,5,1,2,1,2,8,0,3,2,3
"CCNT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,6,0,8,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,1,3,0,0,0,0,0,5,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,3,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,8,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,8,2,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"C7orf26",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,3,2,0,0,0,0,0,0,3,0,0,4,2,0,2,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,2,1,0,0,3,0,5,0,0,3,0,0,7,0,3,1,1,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,9,7,3,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,0,2,0,10,0,2,0,0,13,0,0,0,3,8,0,3,0,4,3,0,3,0,2,2,0,0,0,0,0,0,11,1,2,0,0,2,11,2,1,0,11,3,0,2,0,8,0,7,0,0,3,8,0,3,6,0,0,0,0,5,0,0,5,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0
"APBB1",0,6,0,6,0,0,2,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,5,7,0,2,1,4,0,1,0,9,0,8,2,0,0,3,3,0,0,0,0,2,3,4,0,3,0,1,0,0,5,30,2,0,0,0,0,17,6,0,2,2,0,5,6,7,8,0,2,0,0,4,0,0,2,11,1,1,7,13,0,0,0,0,0,2,0,1,8,2,3,0,0,2,5,0,0,0,0,0,7,0
"PLXDC1",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,1,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,0,0,2,0,0,0,6,0,0,0,0,0,0,2,0,0,3,0,0,0,9,0
"NDFIP1",0,2,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,6,0,0,0,3,3,3,4,0,1,0,0,2,1,0,8,0,0,0,0,10,2,0,2,5,0,0,0,0,5,0,0,1,5,1,0,0,2,0,0,2,1,0,0,0,1,0,6,0,0,4,0,8,0,0,3,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,8,3,6,0,0,0,1,4,0,0,9,2,4,0,0,0,10,0,0,1,0,2,0,0,0,1,1,0,1,8,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1,0,6,0,0,0,23,0,0,0,11,3,0,0,4,0,0,1,0,2,8,0,2,0,0,12,4,3,5,1,2,0,6,2,6,0,0,9,1,8,0,7,3,0,3,6,4,3,0,2,0,0,7,1,0,1,22,4,8,13,4,7,0,0,4,1,2,0,0,1,0,0,4,1,2,12,1,4,2,0,0,10,0
"FTO",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,1,3,3,4,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"HNRNPA0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,16,8,2,5,3,6,2,0,0,15,0,0,0,0,0,2,0,0,18,0,0,0,0,0,12,8,0,10,0,15,0,0,0,0,0,3,0,9,2,0,3,0,0,0,0,0,0,0,4,0,6,0,0,1,3,12,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,8,0,11,18,11,0,0,0,0,0,0,3,9,1,0,1,9,0,6,0,1,0,0,0,10,0,3,5,0,2,12,0,7,0,0,0,0,11,9,0,0,3,1,2,0,0,7,0,0,0,7,3,0,4,7,0,9,6,5,6,2,0,3,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,17,0,0,4,5,0,0,0,0,0,0,6,0,0,5,4,12,0,6,10,1,6,3,6,0,0,5,3,4,1,5,1,2,1,0,2,46,1,6,0,12,0,0,1,0,0,3,0,1,6,15,10,5,1,13,9,3,0,0,2,0,0,0,0,10,1,0,1,18,5,0,6,0,0,15,0,0
"COG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2,0,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,8,0,2,0,1,1,1,0,0,1,4,2,0,3,2,0,2,0,0,0,0,0,5,0,0,0,0,0,5,0,3,0,0,2,7,5,1,0,1,0,0,0,0,0,2,0,0,1,3,5,0,2,4,3,1,0,2,0,0,0,2,0,2,4,0,0,1,4,0,0,0,0,0
"ARHGEF1",0,0,2,0,0,10,12,7,1,1,0,0,0,1,0,0,14,0,0,2,21,0,0,11,0,0,0,7,3,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,2,1,0,0,2,0,0,0,6,0,0,3,0,0,0,0,5,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,4,1,4,0,0,1,1,0,2,0,13,5,1,8,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,3,0,1,0,0,5,2,2,0,5,0,0,5,1,8,0,1,0,0,1,7,7,3,4,2,1,1,7,1,0,1,0,0,0,8,0,0,0,2,0,0,0,4,0,0,0,0,0,4,2
