image name, spot coordinates, no of nuclei
P4.3,22x12,139 nuclei
P4.3,22x13,18 nuclei
P4.3,22x14,24 nuclei
P4.3,22x15,37 nuclei
P4.3,22x16,36 nuclei
P4.3,22x17,45 nuclei
P4.3,22x18,62 nuclei
P4.3,22x19,0 nuclei
P4.3,23x11,58 nuclei
P4.3,23x12,85 nuclei
P4.3,23x13,84 nuclei
P4.3,23x14,10 nuclei
P4.3,23x15,94 nuclei
P4.3,23x16,25 nuclei
P4.3,23x17,71 nuclei
P4.3,23x18,37 nuclei
P4.3,23x19,0 nuclei
P4.3,24x11,131 nuclei
P4.3,24x12,22 nuclei
P4.3,24x13,14 nuclei
P4.3,24x14,23 nuclei
P4.3,24x15,45 nuclei
P4.3,24x16,13 nuclei
P4.3,24x17,28 nuclei
P4.3,24x18,6 nuclei
P4.3,24x19,0 nuclei
P4.3,25x11,75 nuclei
P4.3,25x12,61 nuclei
P4.3,25x13,36 nuclei
P4.3,25x14,20 nuclei
P4.3,25x15,14 nuclei
P4.3,25x16,18 nuclei
P4.3,25x17,16 nuclei
P4.3,25x18,66 nuclei
P4.3,25x19,12 nuclei
P4.3,26x11,2 nuclei
P4.3,26x12,4 nuclei
P4.3,26x13,98 nuclei
P4.3,26x14,31 nuclei
P4.3,26x15,30 nuclei
P4.3,26x16,14 nuclei
P4.3,26x17,18 nuclei
P4.3,26x18,28 nuclei
P4.3,26x19,0 nuclei
P4.3,27x11,39 nuclei
P4.3,27x12,68 nuclei
P4.3,27x13,13 nuclei
P4.3,27x14,19 nuclei
P4.3,27x15,19 nuclei
P4.3,27x17,40 nuclei
P4.3,28x11,21 nuclei
P4.3,28x12,13 nuclei
P4.3,28x13,23 nuclei
P4.3,28x14,12 nuclei
P4.3,28x15,21 nuclei
P4.3,28x16,17 nuclei
P4.3,28x17,44 nuclei
P4.3,28x18,0 nuclei
P4.3,29x11,15 nuclei
P4.3,29x12,10 nuclei
P4.3,29x13,30 nuclei
P4.3,29x14,18 nuclei
P4.3,29x15,14 nuclei
P4.3,29x16,66 nuclei
P4.3,29x17,80 nuclei
P4.3,29x18,0 nuclei
P4.3,2x10,0 nuclei
P4.3,2x11,0 nuclei
P4.3,2x16,0 nuclei
P4.3,30x11,1 nucleus
P4.3,30x12,14 nuclei
P4.3,30x13,17 nuclei
P4.3,30x14,19 nuclei
P4.3,30x15,50 nuclei
P4.3,30x16,38 nuclei
P4.3,30x17,46 nuclei
P4.3,30x18,0 nuclei
P4.3,30x32,75 nuclei
P4.3,30x33,52 nuclei
P4.3,30x34,0 nuclei
P4.3,31x11,0 nuclei
P4.3,31x12,8 nuclei
P4.3,31x13,13 nuclei
P4.3,31x14,39 nuclei
P4.3,31x15,14 nuclei
P4.3,31x16,5 nuclei
P4.3,31x17,65 nuclei
P4.3,31x32,124 nuclei
P4.3,31x33,100 nuclei
P4.3,31x34,106 nuclei
P4.3,32x12,18 nuclei
P4.3,32x13,17 nuclei
P4.3,32x14,68 nuclei
P4.3,32x15,1 nucleus
P4.3,32x32,0 nuclei
P4.3,32x33,60 nuclei
P4.3,32x34,87 nuclei
P4.3,3x10,0 nuclei
P4.3,3x11,14 nuclei
P4.3,3x12,0 nuclei
P4.3,3x14,0 nuclei
P4.3,3x15,12 nuclei
P4.3,3x16,43 nuclei
P4.3,3x17,0 nuclei
P4.3,4x10,1 nucleus
P4.3,4x11,8 nuclei
P4.3,4x12,10 nuclei
P4.3,4x13,0 nuclei
P4.3,4x14,29 nuclei
P4.3,4x15,21 nuclei
P4.3,4x16,21 nuclei
P4.3,4x17,14 nuclei
P4.3,4x18,0 nuclei
P4.3,5x11,38 nuclei
P4.3,5x12,17 nuclei
P4.3,5x13,52 nuclei
P4.3,5x14,92 nuclei
P4.3,5x15,72 nuclei
P4.3,5x16,96 nuclei
P4.3,5x17,78 nuclei
P4.3,5x18,79 nuclei
P4.3,5x19,2 nuclei
P4.3,5x9,0 nuclei
P4.3,6x10,31 nuclei
P4.3,6x11,51 nuclei
P4.3,6x12,24 nuclei
P4.3,6x13,58 nuclei
P4.3,6x14,67 nuclei
P4.3,6x15,21 nuclei
P4.3,6x16,114 nuclei
P4.3,6x17,110 nuclei
P4.3,6x18,43 nuclei
P4.3,6x19,73 nuclei
P4.3,7x10,11 nuclei
P4.3,7x11,24 nuclei
P4.3,7x12,71 nuclei
P4.3,7x13,69 nuclei
P4.3,7x14,114 nuclei
P4.3,7x15,57 nuclei
P4.3,7x16,50 nuclei
P4.3,7x17,73 nuclei
P4.3,7x18,45 nuclei
P4.3,7x19,86 nuclei
P4.3,7x20,7 nuclei
P4.3,8x10,101 nuclei
P4.3,8x11,37 nuclei
P4.3,8x12,87 nuclei
P4.3,8x13,49 nuclei
P4.3,8x14,92 nuclei
P4.3,8x15,34 nuclei
P4.3,8x16,28 nuclei
P4.3,8x17,62 nuclei
P4.3,8x18,106 nuclei
P4.3,8x19,25 nuclei
P4.3,8x20,70 nuclei
P4.3,8x21,0 nuclei
P4.3,8x9,0 nuclei
P4.3,9x10,138 nuclei
P4.3,9x11,72 nuclei
P4.3,9x12,64 nuclei
P4.3,9x13,28 nuclei
P4.3,9x14,79 nuclei
P4.3,9x15,35 nuclei
P4.3,9x16,18 nuclei
P4.3,9x17,88 nuclei
P4.3,9x18,22 nuclei
P4.3,9x19,82 nuclei
P4.3,9x20,0 nuclei
P4.3,9x21,0 nuclei
